index,song_title,artist,original_gender,original_continent,source,predicted_gender,predicted_continent,reasoning,attribute_scores,emotions,romance_topics,party_club,violence,politics_religion,success_money,family,slang_usage,formal_language,profanity,intensifiers,hedges,first_person,second_person,third_person,confidence,doubt_uncertainty,politeness,aggression_toxicity,cultural_references
1254,Bota pra Tremer,Pedro Sampaio,male,south america,spotify,Female,North America,"1. First I noticed the repeated phrases 'For all the girls who love to dance' and the focus on female-oriented actions like dancing and 'booty making.' This suggests a female artist or a song targeted towards a female audience. 2. Then I observed the slang usage, specifically 'kraw' and the repetitive 'shake shake shake' which are common in contemporary pop music, particularly within North American subcultures. 3. This led me to conclude that the artist is likely female and operates within a North American musical landscape.","{'emotions': 6, 'romance_topics': 1, 'party_club': 9, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 8, 'formal_language': 1, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 2, 'second_person': 1, 'third_person': 1, 'confidence': 5, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 7}",6,1,9,1,1,2,1,8,1,1,3,1,2,1,1,5,1,1,1,7
1255,Mi Gente,J Balvin,male,south america,spotify,Male,North America,"1. First I noticed the frequent use of first-person pronouns ('I', 'my') and references to a collective ('my people') which is common in male-dominated genres like hip-hop and reggaeton. 2. Then I observed the prevalence of slang and informal language, along with themes of partying and dancing, often associated with male artists in these genres. The explicit mentions of French and Colombian artists, combined with a global appeal, suggest a North American artist with international collaborations. 3. This led me to conclude that the artist is likely male and based in North America, creating music with a global reach and a focus on party and dance culture.","{'emotions': 7, 'romance_topics': 2, 'party_club': 9, 'violence': 1, 'politics_religion': 1, 'success_money': 6, 'family': 1, 'slang_usage': 8, 'formal_language': 1, 'profanity': 3, 'intensifiers': 6, 'hedges': 1, 'first_person': 10, 'second_person': 6, 'third_person': 4, 'confidence': 8, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 2, 'cultural_references': 7}",7,2,9,1,1,6,1,8,1,3,6,1,10,6,4,8,1,1,2,7
1256,Two 1 Two,Kiddo Toto,male,south america,spotify,Male,North America,"1. First I noticed the frequent use of 'I' and 'you,' indicating a focus on personal experience and direct address, common in male-dominated genres. 2. Then I observed the slang usage ('trippin', 'mami') and the inclusion of cultural references (Japan, hospital, butterfly/hyena metaphor), which points towards a contemporary, urban sound often found in North American music. 3. This led me to conclude that the artist is likely a male from North America, potentially within the hip-hop or electronic music scene, given the lyrical themes and stylistic choices.","{'emotions': 8, 'romance_topics': 9, 'party_club': 3, 'violence': 4, 'politics_religion': 1, 'success_money': 4, 'family': 1, 'slang_usage': 8, 'formal_language': 1, 'profanity': 3, 'intensifiers': 6, 'hedges': 1, 'first_person': 10, 'second_person': 7, 'third_person': 2, 'confidence': 7, 'doubt_uncertainty': 3, 'politeness': 2, 'aggression_toxicity': 5, 'cultural_references': 7}",8,9,3,4,1,4,1,8,1,3,6,1,10,7,2,7,3,2,5,7
1257,Cosas Ricas,Yera,male,south america,spotify,Male,North America,"1. First I noticed the heavy use of slang terms and cultural references like '420' and references to Mario Kart, which are common in North American youth culture. 2. Then I observed the frequent use of first-person pronouns ('I', 'me', 'my') and a focus on personal desires and interactions, suggesting a male perspective. 3. This led me to conclude that the artist is likely male and originates from North America.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
1258,Hay Amores,Shakira,female,south america,spotify,Male,South America,"1. First I noticed the extensive use of romantic language and imagery, particularly metaphors drawing from nature (river, sea, wine, autumn). This suggests a lyrical style common in Latin American music. 2. Then I observed the consistent use of first-person pronouns ('I,' 'me,' 'my') and second-person pronouns ('you,' 'your'), indicating a focus on personal feelings and a direct address to a loved one. The repetition of 'for you' reinforces this. 3. This led me to conclude that the artist is likely male, given the passionate and somewhat dramatic tone, and originates from South America, where such lyrical styles and nature-based metaphors are prevalent in popular music.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 2, 'formal_language': 3, 'profanity': 1, 'intensifiers': 4, 'hedges': 1, 'first_person': 10, 'second_person': 8, 'third_person': 2, 'confidence': 7, 'doubt_uncertainty': 1, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 7}",9,10,1,1,1,1,1,2,3,1,4,1,10,8,2,7,1,2,1,7
1259,Y Si Te Digo - Version Merengue,Fanny Lu,female,south america,spotify,Male,North America,"1. First I noticed the frequent use of first-person pronouns ('I', 'me', 'my') and expressions of intense emotion, which are often associated with male artists expressing vulnerability. 2. Then I observed the romantic and somewhat dramatic language, coupled with slang elements suggesting a contemporary style. The phrasing and structure also align with common patterns in North American popular music. 3. This led me to conclude that the artist is likely male and originates from North America.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 6, 'formal_language': 2, 'profanity': 2, 'intensifiers': 7, 'hedges': 5, 'first_person': 10, 'second_person': 8, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 6, 'politeness': 3, 'aggression_toxicity': 1, 'cultural_references': 3}",9,10,1,1,1,2,1,6,2,2,7,5,10,8,2,5,6,3,1,3
1260,Nadie Como Tu,Amenazzy,male,south america,spotify,Male,North America,"1. First I noticed the heavy use of first-person pronouns ('I,' 'me,' 'my') and second-person pronouns ('you,' 'your'), indicating a focus on a direct address and personal feelings. 2. Then I observed the lyrical content revolves around desire, pursuit, and a longing for a romantic connection, utilizing slang and somewhat informal language. The references to being 'drunk' and 'crazy' suggest a casual, potentially North American style of expressing emotions. 3. This led me to conclude the artist is likely male, given the assertive and slightly aggressive tone in pursuing the object of affection, and the region is North America, based on the casual language and themes.","{'emotions': 9, 'romance_topics': 10, 'party_club': 4, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 7, 'formal_language': 1, 'profanity': 3, 'intensifiers': 6, 'hedges': 1, 'first_person': 10, 'second_person': 8, 'third_person': 1, 'confidence': 7, 'doubt_uncertainty': 3, 'politeness': 2, 'aggression_toxicity': 4, 'cultural_references': 3}",9,10,4,1,1,1,1,7,1,3,6,1,10,8,1,7,3,2,4,3
1261,Por Tu Amor,Evaluna Montaner,female,south america,spotify,Female,North America,"1. First, I noticed a strong emphasis on vulnerability and dependence on another person, which is often expressed more readily in female-dominated lyrical themes. The language is emotive and focuses on longing and a sense of incompleteness without the other person. 2. Then, I observed the frequent use of first-person pronouns ('I,' 'me,' 'my') and second-person pronouns ('you,' 'your'), indicating a direct address and a personal narrative common in contemporary pop music from North America. The repetition of 'without you I am nobody' reinforces this dependency. 3. This led me to conclude that the artist is likely female and originates from North America, given the lyrical content and stylistic choices.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 3, 'formal_language': 2, 'profanity': 1, 'intensifiers': 4, 'hedges': 1, 'first_person': 10, 'second_person': 8, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 5, 'politeness': 3, 'aggression_toxicity': 1, 'cultural_references': 2}",9,10,1,1,1,1,1,3,2,1,4,1,10,8,2,4,5,3,1,2
1262,"Como ela vem (feat. Luccas Carlos, Xamã, PK e Orochi)",Papatinho,male,south america,spotify,Male,North America,"1. First I noticed the frequent use of slang terms like 'honey baby,' 'bad boy,' and references to 'big booty,' which are common in contemporary North American hip-hop and rap. 2. Then I observed the lyrical content revolving around attraction, desire, and boasting about wealth ('thirty thousand dollars in the bag'), further aligning with trends in North American popular music. 3. This led me to conclude that the artist is likely male and originates from North America, given the linguistic patterns and thematic elements present in the lyrics.","{'emotions': 7, 'romance_topics': 8, 'party_club': 7, 'violence': 4, 'politics_religion': 1, 'success_money': 7, 'family': 3, 'slang_usage': 8, 'formal_language': 1, 'profanity': 4, 'intensifiers': 6, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 4, 'confidence': 7, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 4, 'cultural_references': 6}",7,8,7,4,1,7,3,8,1,4,6,2,9,7,4,7,2,1,4,6
1263,Me Gusta - Remix,Natti Natasha,female,south america,spotify,Female,North America,"1. First I noticed a strong focus on romantic entanglement, desire, and a playful, almost boastful tone, often associated with female artists in pop music. The repetition of 'I like it' reinforces a sense of agency and enjoyment of a risky situation. 2. Then I observed the use of slang and informal language, particularly in the later verses referencing hacking and digital manipulation. This suggests a modern, potentially younger artist. 3. This led me to conclude that the artist is likely female and operates within a North American pop music scene, leveraging contemporary themes and language.","{'emotions': 8, 'romance_topics': 9, 'party_club': 4, 'violence': 1, 'politics_religion': 1, 'success_money': 6, 'family': 1, 'slang_usage': 7, 'formal_language': 1, 'profanity': 3, 'intensifiers': 6, 'hedges': 1, 'first_person': 10, 'second_person': 7, 'third_person': 3, 'confidence': 8, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 4, 'cultural_references': 7}",8,9,4,1,1,6,1,7,1,3,6,1,10,7,3,8,2,1,4,7
1264,Mantém,WIU,male,south america,spotify,Male,North America,"1. First I noticed a heavy reliance on repetitive phrases like 'keep it yeah' and 'come more,' suggesting a modern, possibly trap-influenced style common in North American music. 2. Then I observed frequent references to money ('hundred notes,' 'cash infinite,' 'Fendi,' 'Margiela,' 'Celine'), success, and luxury goods, typical themes in contemporary hip-hop. The use of slang and profanity further supports this. 3. This led me to conclude that the artist is likely male, given the assertive and often boastful tone, and operates within the North American music scene, specifically within the hip-hop/trap genre.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 9, 'family': 1, 'slang_usage': 8, 'formal_language': 1, 'profanity': 6, 'intensifiers': 4, 'hedges': 1, 'first_person': 9, 'second_person': 6, 'third_person': 2, 'confidence': 8, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 5, 'cultural_references': 7}",7,8,3,2,1,9,1,8,1,6,4,1,9,6,2,8,1,1,5,7
1265,Jimmy Fallon,Lucho SSJ,male,south america,spotify,Male,North America,"1. First I noticed the heavy use of first-person pronouns ('I', 'me', 'my') and a focus on personal experiences and boasting, which is often associated with male artists in certain genres. 2. Then I observed the slang and cultural references (Jimmy Fallon, Kobe, Malone, David Guetta, David Beckham, Britney, Philly) which strongly suggest a North American origin, particularly within the hip-hop/rap scene. 3. This led me to conclude that the artist is likely a male from North America, specifically someone involved in contemporary popular music.","{'emotions': 7, 'romance_topics': 8, 'party_club': 7, 'violence': 3, 'politics_religion': 1, 'success_money': 8, 'family': 1, 'slang_usage': 9, 'formal_language': 1, 'profanity': 6, 'intensifiers': 6, 'hedges': 1, 'first_person': 10, 'second_person': 6, 'third_person': 3, 'confidence': 8, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 5, 'cultural_references': 9}",7,8,7,3,1,8,1,9,1,6,6,1,10,6,3,8,1,1,5,9
1266,Surprise,Leozin,male,south america,spotify,Male,North America,"1. First I noticed a heavy reliance on slang terms and colloquialisms, particularly related to money, drugs, and relationships, which are common in North American hip-hop. 2. Then I observed the frequent use of first-person pronouns and a confident, assertive tone, often directed at a female figure. The lyrical content also includes references to luxury brands and material possessions, typical of the genre. 3. This led me to conclude that the artist is likely male and originates from North America, specifically within the hip-hop music scene.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
1267,Hear Me Now,Alok,male,south america,spotify,Male,North America,"1. First I noticed the frequent use of 'you' and 'me,' suggesting a direct address and a mentoring or guiding role, which is often associated with male artists in popular music. 2. Then I observed the themes of resilience, overcoming hardship ('get stronger,' 'fears will fade away,' 'learn the hard way'), and providing advice ('just let me show you how'), aligning with common narratives in male-driven motivational songs. 3. This led me to conclude that the artist is likely male and originates from North America, given the straightforward language and motivational tone common in that region’s music.","{'emotions': 7, 'romance_topics': 1, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 3, 'family': 1, 'slang_usage': 3, 'formal_language': 4, 'profanity': 1, 'intensifiers': 4, 'hedges': 1, 'first_person': 6, 'second_person': 9, 'third_person': 1, 'confidence': 7, 'doubt_uncertainty': 1, 'politeness': 3, 'aggression_toxicity': 1, 'cultural_references': 2}",7,1,1,1,1,3,1,3,4,1,4,1,6,9,1,7,1,3,1,2
1268,Demasiado Loco,Paulo Londra,male,south america,spotify,Male,North America,"1. First I noticed the frequent use of 'I' and repetitive phrasing like 'And if I tell you...' which suggests a confessional, emotionally vulnerable style often associated with male artists in contemporary music. 2. Then I observed the themes of heartbreak, regret, and a desperate desire for reconciliation, coupled with expressions of anger and frustration directed at others ('Let them die of rage'). This blend aligns with common tropes in male-driven narratives about failed relationships. 3. This led me to conclude that the artist is likely male, and the lyrical content and phrasing patterns are consistent with trends in North American music, specifically contemporary pop or R&B.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 4, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 5, 'formal_language': 1, 'profanity': 3, 'intensifiers': 7, 'hedges': 3, 'first_person': 10, 'second_person': 8, 'third_person': 2, 'confidence': 3, 'doubt_uncertainty': 7, 'politeness': 1, 'aggression_toxicity': 6, 'cultural_references': 3}",9,10,1,4,1,2,1,5,1,3,7,3,10,8,2,3,7,1,6,3
1269,Locos Dementes,Gusi,male,south america,spotify,Male,North America,"1. First I noticed a strong focus on romantic attraction and desire, expressed through vivid imagery and repeated phrases like 'I like it like this.' This is often characteristic of male perspectives in romantic lyrics. 2. Then I observed the use of slang and informal language ('crazy,' 'insane,' 'papers in order') alongside intensifiers ('so,' 'always') which suggests a contemporary, possibly North American style. 3. This led me to conclude that the artist is likely male and originates from North America, given the lyrical content and linguistic patterns.","{'emotions': 8, 'romance_topics': 9, 'party_club': 4, 'violence': 1, 'politics_religion': 1, 'success_money': 3, 'family': 1, 'slang_usage': 7, 'formal_language': 1, 'profanity': 3, 'intensifiers': 6, 'hedges': 2, 'first_person': 9, 'second_person': 6, 'third_person': 4, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 2, 'aggression_toxicity': 2, 'cultural_references': 4}",8,9,4,1,1,3,1,7,1,3,6,2,9,6,4,6,2,2,2,4
1270,AmarElo (Sample: Sujeito de Sorte - Belchior),Emicida,male,south america,spotify,Male,South America,"1. First I noticed a strong presence of first-person pronouns ('I', 'me', 'my') and a narrative centered around personal struggle and resilience, which is often found in male artists expressing vulnerability and overcoming adversity. 2. Then I observed the use of Portuguese loanwords ('Capulanas', 'Catanas', 'Ayurveda') and references to Brazilian culture ('God is Brazilian'), strongly suggesting a South American origin, specifically Brazil. 3. This led me to conclude that the artist is likely a male from South America, potentially Brazil, given the linguistic and cultural clues.","{'emotions': 9, 'romance_topics': 3, 'party_club': 1, 'violence': 4, 'politics_religion': 3, 'success_money': 8, 'family': 1, 'slang_usage': 7, 'formal_language': 2, 'profanity': 5, 'intensifiers': 6, 'hedges': 1, 'first_person': 10, 'second_person': 4, 'third_person': 2, 'confidence': 7, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 5, 'cultural_references': 8}",9,3,1,4,3,8,1,7,2,5,6,1,10,4,2,7,3,1,5,8
1271,Surf Club,SAINt JHN,male,south america,spotify,Male,North America,"1. The heavy use of slang terms like 'nigga,' 'bitches,' and phrases common in contemporary North American hip-hop culture strongly suggests a male artist from North America. 2. The lyrics contain references to luxury brands (Gucci, Louis Vuitton, Dior) and themes of wealth and status, which are prevalent in North American rap music. 3. The informal language, profanity, and aggressive tone further solidify this conclusion, aligning with typical male rap artist profiles in North America.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
1272,It Wasn't Me,Shaggy,male,south america,spotify,Male,North America,"1. First I noticed the heavy use of informal language, slang, and colloquialisms like 'yo,' 'man,' 'ya,' 'smaddy,' and phrases like 'a night,' indicating a likely North American origin. 2. Then I observed the narrative structure centered around infidelity and a confrontational situation, which is often explored in male-dominated genres like hip-hop and rap. 3. This led me to conclude that the artist is most likely male and originates from North America, given the linguistic patterns and thematic content.","{'emotions': 8, 'romance_topics': 9, 'party_club': 2, 'violence': 4, 'politics_religion': 1, 'success_money': 3, 'family': 1, 'slang_usage': 9, 'formal_language': 1, 'profanity': 6, 'intensifiers': 4, 'hedges': 3, 'first_person': 10, 'second_person': 6, 'third_person': 2, 'confidence': 3, 'doubt_uncertainty': 6, 'politeness': 1, 'aggression_toxicity': 7, 'cultural_references': 7}",8,9,2,4,1,3,1,9,1,6,4,3,10,6,2,3,6,1,7,7
1273,Me Gusta,Yotuel,male,south america,spotify,Male,South America,"1. First I noticed the frequent use of romantic metaphors and expressions of deep affection, suggesting a male perspective often associated with passionate declarations. 2. Then I observed several cultural references, specifically mentioning 'guarapo,' 'sugarcane,' 'chicharrón,' and 'mamey milkshake,' which are strongly indicative of Latin American, particularly Caribbean, cuisine and culture. 3. This led me to conclude that the artist is likely male and originates from South America.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 7, 'formal_language': 2, 'profanity': 1, 'intensifiers': 6, 'hedges': 1, 'first_person': 8, 'second_person': 8, 'third_person': 2, 'confidence': 7, 'doubt_uncertainty': 1, 'politeness': 3, 'aggression_toxicity': 1, 'cultural_references': 10}",9,10,1,1,1,2,1,7,2,1,6,1,8,8,2,7,1,3,1,10
1274,Espada,Javiera Mena,female,south america,spotify,Male,North America,"1. First I noticed the use of intense, metaphorical language, particularly the recurring motif of a sword and piercing, which often aligns with male expressions of vulnerability and longing. 2. Then I observed the focus on internal conflict ('darkness at the center of me,' 'lost the balance') and a sense of surrender, a theme frequently explored in male-driven narratives. The repetition and somewhat disjointed phrasing also suggest a potentially introspective and perhaps emotionally raw style common in male artists. 3. This led me to conclude that the artist is likely male, with a style influenced by contemporary poetic or alternative music prevalent in North America.","{'emotions': 8, 'romance_topics': 7, 'party_club': 4, 'violence': 6, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 3, 'formal_language': 3, 'profanity': 1, 'intensifiers': 4, 'hedges': 2, 'first_person': 10, 'second_person': 6, 'third_person': 2, 'confidence': 3, 'doubt_uncertainty': 7, 'politeness': 1, 'aggression_toxicity': 4, 'cultural_references': 6}",8,7,4,6,1,1,1,3,3,1,4,2,10,6,2,3,7,1,4,6
1275,Otro Trago,Sech,male,south america,spotify,Male,North America,"1. First I noticed a significant use of first-person pronouns ('I', 'me', 'my') and second-person pronouns ('you', 'your'), suggesting a narrative focused on personal experience and addressing someone directly. 2. Then I observed the prevalence of themes related to heartbreak, relationships, and a sense of betrayal, often expressed with a raw and somewhat aggressive tone. The lyrics also incorporate slang and profanity, common in contemporary North American music. 3. This led me to conclude that the artist is likely male, given the emotional vulnerability combined with aggressive expressions, and originates from North America, based on the slang usage and cultural references.","{'emotions': 8, 'romance_topics': 9, 'party_club': 7, 'violence': 4, 'politics_religion': 1, 'success_money': 6, 'family': 1, 'slang_usage': 8, 'formal_language': 1, 'profanity': 7, 'intensifiers': 6, 'hedges': 1, 'first_person': 9, 'second_person': 8, 'third_person': 4, 'confidence': 5, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 7, 'cultural_references': 7}",8,9,7,4,1,6,1,8,1,7,6,1,9,8,4,5,3,1,7,7
1276,No Se Me Quita (feat. Ricky Martin),Maluma,male,south america,spotify,Male,North America,"1. First I noticed the frequent use of first-person pronouns ('I,' 'me,' 'my') and second-person pronouns ('you,' 'your'), indicating a focus on personal experience and interaction. 2. Then I observed the themes of romance, heartbreak, and a somewhat volatile relationship, coupled with slang terms like 'Mamacita' and references to physical attraction. The inclusion of 'Jajaja' and 'Jah' suggests a Latin American influence within a North American context. 3. This led me to conclude that the artist is likely male, given the assertive and somewhat possessive tone, and originates from North America, with potential influences from Latin American culture.","{'emotions': 8, 'romance_topics': 9, 'party_club': 4, 'violence': 3, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 8, 'formal_language': 1, 'profanity': 5, 'intensifiers': 6, 'hedges': 2, 'first_person': 10, 'second_person': 8, 'third_person': 2, 'confidence': 7, 'doubt_uncertainty': 4, 'politeness': 2, 'aggression_toxicity': 5, 'cultural_references': 7}",8,9,4,3,1,2,1,8,1,5,6,2,10,8,2,7,4,2,5,7
1277,Inevitable - En Vivo,Shakira,female,south america,spotify,Male,South America,"1. First I noticed the use of 'parqués,' which is a Colombian street game, suggesting a South American origin. 2. Then I observed the frequent use of first-person pronouns ('I,' 'me,' 'my') and expressions of vulnerability and longing, often associated with male artists expressing emotional depth. 3. This led me to conclude that the artist is likely male and from South America, specifically Colombia, given the cultural reference.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 6, 'formal_language': 3, 'profanity': 2, 'intensifiers': 6, 'hedges': 2, 'first_person': 10, 'second_person': 7, 'third_person': 4, 'confidence': 4, 'doubt_uncertainty': 7, 'politeness': 3, 'aggression_toxicity': 1, 'cultural_references': 8}",9,10,1,1,1,1,1,6,3,2,6,2,10,7,4,4,7,3,1,8
1278,Beautiful Girls,Sean Kingston,male,south america,spotify,Male,North America,"1. First I noticed the use of Jamaican Patois phrases like 'haffi' and 'mami,' strongly suggesting a Caribbean influence. 2. Then I observed the lyrical content revolving around heartbreak, relationships, and feelings of despair, common themes in popular music. 3. This led me to conclude that the artist is likely from North America with significant Caribbean heritage, given the blend of English and Patois.","{'emotions': 9, 'romance_topics': 10, 'party_club': 2, 'violence': 3, 'politics_religion': 1, 'success_money': 3, 'family': 1, 'slang_usage': 8, 'formal_language': 1, 'profanity': 4, 'intensifiers': 6, 'hedges': 1, 'first_person': 10, 'second_person': 6, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 5, 'politeness': 1, 'aggression_toxicity': 5, 'cultural_references': 7}",9,10,2,3,1,3,1,8,1,4,6,1,10,6,2,4,5,1,5,7
1279,El Perdedor,Maluma,male,south america,spotify,Male,North America,"1. First I noticed the use of slang terms like 'rude boyz' and 'ajá,' which are commonly found in North American hip-hop and R&B. 2. Then I observed the strong focus on heartbreak, jealousy, and pleading, a common theme in male-dominated genres like pop and R&B. The direct and somewhat aggressive tone, combined with the frequent use of 'I' and addressing the other person directly ('tell him'), further supports this. 3. This led me to conclude that the artist is likely male and originates from North America.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 6, 'formal_language': 1, 'profanity': 3, 'intensifiers': 6, 'hedges': 2, 'first_person': 10, 'second_person': 7, 'third_person': 3, 'confidence': 3, 'doubt_uncertainty': 8, 'politeness': 2, 'aggression_toxicity': 5, 'cultural_references': 5}",9,10,1,1,1,2,1,6,1,3,6,2,10,7,3,3,8,2,5,5
1280,Heads High (Kill 'Em With It Re-Mix),Mr. Vegas,male,south america,spotify,Female,North America,"1. First I noticed the heavy use of Jamaican Patois, which is commonly associated with music originating from Jamaica or heavily influenced by Jamaican culture. This is prevalent in North America, particularly in urban areas. 2. Then I observed the lyrical content, which centers around themes of confidence, dominance, and sexuality, often expressed through assertive and sometimes aggressive language. This is a common trope in female rap/hip-hop. 3. This led me to conclude that the artist is likely a female rapper from North America, drawing inspiration from Jamaican musical traditions.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
1281,Vorankommen,Luciano,male,south america,spotify,Male,North America,"1. First I noticed the heavy use of first-person pronouns ('I', 'me', 'my') and a focus on personal ambition and overcoming hardship, which is often found in male-dominated genres like hip-hop. 2. Then I observed the slang and informal language, including profanity and references to money ('mula', 'fat bundles'), further suggesting a North American, specifically US, hip-hop influence. 3. This led me to conclude that the artist is likely a male from North America, possibly the United States, given the linguistic patterns and themes present in the lyrics.","{'emotions': 7, 'romance_topics': 1, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 9, 'family': 4, 'slang_usage': 8, 'formal_language': 1, 'profanity': 5, 'intensifiers': 4, 'hedges': 1, 'first_person': 10, 'second_person': 2, 'third_person': 3, 'confidence': 7, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 5, 'cultural_references': 7}",7,1,3,2,1,9,4,8,1,5,4,1,10,2,3,7,3,1,5,7
1282,$ENHOR,FBC,male,south america,spotify,Male,North America,"1. First I noticed the use of slang and informal language, particularly the repetition of 'hein' which suggests a regional dialect. 2. Then I observed the themes of regret, longing, and a complex relationship dynamic, frequently expressed through first-person pronouns. The references to 'neighborhood' and 'kids from the street' further suggest a North American urban setting. 3. This led me to conclude that the artist is likely male, given the aggressive and possessive tone, and originates from North America, possibly with influences from a specific urban dialect.","{'emotions': 8, 'romance_topics': 9, 'party_club': 2, 'violence': 3, 'politics_religion': 1, 'success_money': 4, 'family': 6, 'slang_usage': 7, 'formal_language': 1, 'profanity': 3, 'intensifiers': 6, 'hedges': 3, 'first_person': 10, 'second_person': 6, 'third_person': 4, 'confidence': 5, 'doubt_uncertainty': 4, 'politeness': 1, 'aggression_toxicity': 6, 'cultural_references': 6}",8,9,2,3,1,4,6,7,1,3,6,3,10,6,4,5,4,1,6,6
