index,song_title,artist,original_gender,original_continent,source,predicted_gender,predicted_continent,gender_keywords,gender_reasoning,continent_keywords,continent_reasoning,raw_model_response
1732,Campo Argentino,Kevin Johansen,male,south america,wasabi,,Africa,,,,,CONTINENT: Africa
1733,Si El Llanto Fuera Lluvia,Nacha Guevara,female,south america,wasabi,,Europe,,,,,CONTINENT: Europe
1734,A Seta E O Alvo,Paulinho Moska,male,south america,wasabi,,Europe,,,,,CONTINENT: Europe
1735,Luz Del Fuego,Rita Lee,female,south america,wasabi,,Europe,,,,,CONTINENT: Europe
1736,Hora Do Recreio,Xuxa,female,south america,wasabi,,North America,,,,,CONTINENT: North America
1737,"Ai, Que Coisa Boa",Xuxa,female,south america,wasabi,,Europe,,,,,CONTINENT: Europe
1738,Socorro,Arnaldo Antunes,male,south america,wasabi,,Europe,,,,,CONTINENT: Europe
1739,Madreselva,Carlos Gardel,male,south america,wasabi,,Europe,,,,,CONTINENT: Europe
1740,Estrella Fugaz,Daniel Melero,male,south america,wasabi,,North America,,,,,CONTINENT: North America
1741,"Sandra Rosa Madalena, A ""Cigana""",Sidney Magal,male,south america,wasabi,,Europe,,,,,CONTINENT: Europe
1742,A Chamada,Milton Nascimento,male,south america,wasabi,,South America,,,,,CONTINENT: South America
1743,Vai Chover,Daniela Mercury,female,south america,wasabi,,Asia,,,,,CONTINENT: Asia
1744,Na Ginga Do Amor,Alcione,female,south america,wasabi,,South America,,,,,CONTINENT: South America
1745,Samba Do Fim Do Mundo,Emicida,male,south america,wasabi,,South America,,,,,CONTINENT: South America
1746,Amor Amigo,Milton Nascimento,male,south america,wasabi,,Europe,,,,,CONTINENT: Europe
1747,La De Los Humildes,Mercedes Sosa,female,south america,wasabi,,South America,,,,,CONTINENT: South America
1748,Them Belly Full (But We Hungry),Gilberto Gil,male,south america,wasabi,,Africa,,,,,CONTINENT: Africa
1749,Antes Que Ver El Sol,Coti,male,south america,wasabi,,Europe,,,,,CONTINENT: Europe
1750,Angela,Antonio Carlos Jobim,male,south america,wasabi,,Europe,,,,,CONTINENT: Europe
1751,Quisiera,Abel Pintos,male,south america,wasabi,,Asia,,,,,CONTINENT: Asia
1752,Vagalume,Latino,male,south america,wasabi,,Europe,,,,,CONTINENT: Europe
1753,Eu Quero Festa,Xuxa,female,south america,wasabi,,North America,,,,,CONTINENT: North America
1754,Contrasenso,Paulinho Moska,male,south america,wasabi,,Europe,,,,,CONTINENT: Europe
1755,"Mais Uma Vez, Mais Uma Voz",Joyce,female,south america,wasabi,,Europe,,,,,CONTINENT: Europe
1756,La Mujer Que Yo Quiero,Axel Fernando,male,south america,wasabi,,South America,,,,,CONTINENT: South America
1757,Audi TT,Gabriel Valim,male,south america,wasabi,,North America,,,,,CONTINENT: North America
1758,En Mi Cama,Emmanuel Horvilleur,male,south america,wasabi,,Europe,,,,,CONTINENT: Europe
1759,"Dolores, Dolares",Ana Tijoux,female,south america,wasabi,,North America,,,,,CONTINENT: North America
1760,Para Tu Amor,Juanes,male,south america,wasabi,,South America,,,,,CONTINENT: South America
1761,Adieu! Bye Bye! Aufwiedersehen!,Indio Solari,male,south america,wasabi,,Europe,,,,,CONTINENT: Europe
1762,Boiada,Almir Sater,male,south america,wasabi,,North America,,,,,CONTINENT: North America
1763,Meu Doce Amor,Gal Costa,female,south america,wasabi,,Europe,,,,,CONTINENT: Europe
1764,Francisco,Milton Nascimento,male,south america,wasabi,,Europe,,,,,CONTINENT: Europe
1765,Aquilo,Lulu Santos,male,south america,wasabi,,North America,,,,,CONTINENT: North America
1766,Pivete,Chico Buarque,male,south america,wasabi,,South America,,,,,CONTINENT: South America
1767,Outubro,Milton Nascimento,male,south america,wasabi,,South America,,,,,CONTINENT: South America
1768,Minha Gente,Erasmo Carlos,male,south america,wasabi,,Africa,,,,,CONTINENT: Africa
1769,La Resentida,Carlos Vives,male,south america,wasabi,,South America,,,,,CONTINENT: South America
1770,Con Amor,Ricardo Montaner,male,south america,wasabi,,Europe,,,,,CONTINENT: Europe
1771,Nina,Daniela Mercury,female,south america,wasabi,,South America,,,,,CONTINENT: South America
1772,Doble Vida,Juan Carlos Baglietto,male,south america,wasabi,,South America,,,,,CONTINENT: South America
1773,Retrato Em Branco E Preto,Elis Regina,female,south america,wasabi,,Europe,,,,,CONTINENT: Europe
1774,Callo,Franco De Vita,male,south america,wasabi,,Europe,,,,,CONTINENT: Europe
1775,Hombres Sordos,Fabiana Cantilo,female,south america,wasabi,,Europe,,,,,CONTINENT: Europe
1776,Pampero,Roberto Goyeneche,male,south america,wasabi,,South America,,,,,CONTINENT: South America
1777,Esperando El Sol,Franco De Vita,male,south america,wasabi,,Europe,,,,,CONTINENT: Europe
1778,Uns Versos,Adriana Calcanhotto,female,south america,wasabi,,Europe,,,,,CONTINENT: Europe
1779,O Que,Arnaldo Antunes,male,south america,wasabi,,Europe,,,,,CONTINENT: Europe
1780,Espere Por Mim Morena,Gonzaguinha,male,south america,wasabi,,Europe,,,,,CONTINENT: Europe
1781,Cuando Nace La Ciudad,Sergio Denis,male,south america,wasabi,,Europe,,,,,CONTINENT: Europe
1782,Itamarandiba,Milton Nascimento,male,south america,wasabi,,South America,,,,,CONTINENT: South America
1783,El Amor Mas Grande Del Planeta,Felipe Pelaez,male,south america,wasabi,,North America,,,,,CONTINENT: North America
1784,Say It,Flume,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1785,Howling,RY X,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1786,Let It Happen,Tame Impala,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1787,Golden Years - M-Phazes Remix,Ruel,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1788,Boy I've Been Told,Safire,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1789,Let You Know - Nathan C Remix,Flume,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1790,Let Her Go,The Kid LAROI,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1791,Like This,Throttle,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1792,Above Water,Manu Crooks,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1793,Do You Remember,Jarryd James,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1794,Astronaut In The Ocean,Masked Wolf,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1795,Don't Break My Heart,Safire,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1796,Never Seen The Rain,Tones and I,female,oceania,spotify,,Europe,,,,,CONTINENT: Europe
1797,Feels Like We Only Go Backwards,Tame Impala,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1798,Bloom,Troye Sivan,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1799,Off Limits,BAYNK,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1800,Middle Name,Thomston,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1801,Waves - Guitar Acoustic,Dean Lewis,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1802,Ribs,Lorde,female,oceania,spotify,,Europe,,,,,CONTINENT: Europe
1803,Jessie's Girl,Rick Springfield,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1804,Body Sun - Claptone Remix (Edit),RY X,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1805,Visions,So Below,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1806,Yes I'm Changing,Tame Impala,male,oceania,spotify,,Europe,,,,,CONTINENT: Europe
1807,Original (from Dolittle),Sia,female,oceania,spotify,,Africa,,,,,CONTINENT: Africa
1808,Underwater,Cody Simpson,male,oceania,spotify,,Oceania,,,,,CONTINENT: Oceania
1809,Never Be Like You,Flume,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1810,All I Need,Dirty South,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1811,Therapy,Timmy Trumpet,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1812,Painkiller,Ruel,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1813,YOUTH,Troye Sivan,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1814,What A Heavenly Way To Die,Troye Sivan,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1815,Enough,Flume,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1816,Money Maker - Mike Williams Remix,Throttle,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1817,Untouchable (feat. Aimee Dalton),Will Sparks,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1818,Torn,Natalie Imbruglia,female,oceania,spotify,,Europe,,,,,CONTINENT: Europe
1819,Dance To This (feat. Ariana Grande),Troye Sivan,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1820,Say It (feat. Tove Lo) [Illenium Remix],Flume,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1821,Somebody That I Used To Know,Gotye,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1822,Dance Monkey,Tones and I,female,oceania,spotify,,Africa,,,,,CONTINENT: Africa
1823,Never Give Up,Sia,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1824,WILD - Young Bombs Remix,Troye Sivan,male,oceania,spotify,,Europe,,,,,CONTINENT: Europe
1825,Cheap Thrills Remix,Sia,female,oceania,spotify,,Africa,,,,,CONTINENT: Africa
1826,Say It - Illenium Remix,Flume,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1827,Take It To Reality,Alison Wonderland,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1828,The Barrel,Aldous Harding,female,oceania,spotify,,Europe,,,,,CONTINENT: Europe
1829,Breathe Me,Sia,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1830,Peace,Alison Wonderland,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1831,Glitter,BENEE,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1832,Royals,Lorde,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1833,Oracle,Timmy Trumpet,male,oceania,spotify,,Europe,,,,,CONTINENT: Europe
1834,Hectic (feat. J Emz),Manu Crooks,male,oceania,spotify,,Oceania,,,,,CONTINENT: Oceania
1835,Call on Me - Ryan Riback Remix,Starley,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1836,Loyal,SAYGRACE,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1837,Younger,Ruel,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1838,Legendary (DJ Kantik Remix),Faydee,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1839,Chandelier,Sia,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1840,My My My!,Troye Sivan,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1841,Crossfire / So Into You,Nai Palm,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1842,The Love Club,Lorde,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1843,Rushing Back,Flume,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1844,Chemicals,Dean Lewis,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1845,Say My Name,William Singe,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1846,Be Alright,Dean Lewis,male,oceania,spotify,,Europe,,,,,CONTINENT: Europe
1847,Hero (feat. David Shane),QUIX,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1848,Riptide,Vance Joy,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1849,Avant Gardener,Courtney Barnett,female,oceania,spotify,,Oceania,,,,,CONTINENT: Oceania
1850,Limelight (NGHTMRE Remix),Just A Gent,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1851,Crazy Things at Night,Sonny Fodera,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1852,Borderline,Tame Impala,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1853,Same Things (feat. Gabrielle Current) - Artüria Remix,Cassian,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1854,Priorities,SAYGRACE,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1855,The Greatest,Sia,female,oceania,spotify,,Africa,,,,,CONTINENT: Africa
1856,Famous,Ivy Adara,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1857,Never Be Like You (feat. Kai),Flume,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1858,Run,ShockOne,male,oceania,spotify,,Africa,,,,,CONTINENT: Africa
1859,World At Our Feet,Timmy Trumpet,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1860,The Less I Know The Better,Tame Impala,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1861,World At Our Feet - Deorro Remix,Timmy Trumpet,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1862,Jimmy,Tones and I,female,oceania,spotify,,Europe,,,,,CONTINENT: Europe
1863,Rushing Back - Petit Biscuit Remix,Flume,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1864,Celebration,Kylie Minogue,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1865,Supalonely,BENEE,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1866,Choir - Remix,Guy Sebastian,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1867,Need a Little Time,Courtney Barnett,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1868,Say It (feat. Tove Lo),Flume,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1869,Freaks,Timmy Trumpet,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1870,San Frandisco - Eli Brown Remix,Dom Dolla,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1871,Signs - Eden Prince Remix,Starley,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1872,City Of Dreams - Radio Edit,Dirty South,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1873,Somebody That I Used To Know - 4FRNT Remix,Gotye,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1874,WILD,Troye Sivan,male,oceania,spotify,,Europe,,,,,CONTINENT: Europe
1875,Pretty Brown Eyes,Cody Simpson,male,oceania,spotify,,Oceania,,,,,CONTINENT: Oceania
1876,I Just Want To Be Your Everything,Andy Gibb,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1877,Colourblind,Tones and I,female,oceania,spotify,,Europe,,,,,CONTINENT: Europe
1878,for him.,Troye Sivan,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1879,Oxygen,Maia Mitchell,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1880,Lucky Strike,Troye Sivan,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1881,Riptide - Live from Spotify London,Vance Joy,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1882,Lose My Mind,Dean Lewis,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1883,Like a Drum - The Chainsmokers Remix,Guy Sebastian,male,oceania,spotify,,Africa,,,,,CONTINENT: Africa
1884,Riptide - FlicFlac Edit,Vance Joy,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1885,Elephant,Tame Impala,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1886,Green Light,Lorde,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1887,Supercut,Lorde,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1888,Old Man,Stella Donnelly,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1889,Elastic Heart,Sia,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1890,Move Your Body - Alan Walker Remix,Sia,female,oceania,spotify,,Africa,,,,,CONTINENT: Africa
1891,Shatter,BAYNK,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1892,Mama Ain't Proud,Guy Sebastian,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1893,Like I Remember You,Vera Blue,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1894,modern anxiety - Banx & Ranx Remix,Josef Salvat,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1895,Limelight (feat. R O Z E S),Just A Gent,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1896,Boys Ain't Shit,SAYGRACE,female,oceania,spotify,,Africa,,,,,CONTINENT: Africa
1897,Waves,Dean Lewis,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1898,I Want U,Alison Wonderland,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1899,Blue Ain't Your Color,Keith Urban,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1900,Giving Up (feat. Jaden Michaels) - Krischvn Remix,QUIX,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1901,Until the End (feat. Joe Gil),Dirty South,male,oceania,spotify,,Europe,,,,,CONTINENT: Europe
1902,Tennis Court,Lorde,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1903,Like Me,Maia Mitchell,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1904,The Kids Are Coming,Tones and I,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1905,Hey Mama,Geko,male,oceania,spotify,,Africa,,,,,CONTINENT: Africa
1906,Johnny Run Away,Tones and I,female,oceania,spotify,,North America,,,,,CONTINENT: North America
1907,Giving Up (feat. Jaden Michaels),QUIX,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1908,Seventeen,Troye Sivan,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1909,What You Need,BAYNK,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1910,Trika Trika,Faydee,male,oceania,spotify,,North America,,,,,CONTINENT: North America
1911,Cargo Cult,Mick Harvey,male,oceania,spotify,,Oceania,,,,,CONTINENT: Oceania
1912,Forgive Me,Rebecca St. James,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
1913,Nonapology,Steve Kilbey,male,oceania,wasabi,,Asia,,,,,CONTINENT: Asia
1914,Jack Kerouac,Brooke Fraser,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
1915,Carry Me Away,Rick Springfield,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
1916,White T-Shirt,Micky Green,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
1917,If You Love Me (Let Me Know),Olivia Newton-John,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
1918,Scary Fragile,Butterfly Boucher,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1919,I Love The Islands,Savage,male,oceania,wasabi,,Oceania,,,,,CONTINENT: Oceania
1920,In Your Sway,Tim Finn,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1921,Boy In The Moon,Margaret Urlich,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1922,The Joy Of Following Jesus,Colin Buchanan,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
1923,Fool For You,Monique Brumby,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1924,Bring Me Down,Lenka,female,oceania,wasabi,,Oceania,,,,,CONTINENT: Oceania
1925,Youre The Voice,John Farnham,male,oceania,wasabi,,Oceania,,,,,CONTINENT: Oceania
1926,My Own Movie,Natalie Imbruglia,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
1927,Trumby,Slim Dusty,male,oceania,wasabi,,Oceania,,,,,CONTINENT: Oceania
1928,Nothing To Lose,Kylie Minogue,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
1929,Diving In The Deep End,Natalie Imbruglia,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
1930,Falling,Olivia Newton-John,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
1931,We Carry,Holly Throsby,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1932,Reborn,Rebecca St. James,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
1933,Celia,Annah Mac,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
1934,In Your Eyes,Kylie Minogue,female,oceania,wasabi,,Oceania,,,,,CONTINENT: Oceania
1935,Now I Can Dance,Tina Arena,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1936,Random,Che-Fu,male,oceania,wasabi,,Africa,,,,,CONTINENT: Africa
1937,Everyday Drone,Andrew Stockdale,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
1938,Ship My Body Home,Ben Lee,male,oceania,wasabi,,Oceania,,,,,CONTINENT: Oceania
1939,Genie In The Bottle,Adam Harvey,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
1940,Eli Wallach,Darren Hanlon,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1941,A To Z,Darren Hanlon,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1942,Superhuman,Natalie Bassingthwaighte,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
1943,Empty,Jessica Mauboy,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
1944,Fever,Delta Goodrem,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
1945,Drunk,Kylie Minogue,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1946,Under The Milky Way,Rick Springfield,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1947,The Heart Wants What It Wants,Darren Hayes,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
1948,Man On Fire,Andy Gibb,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
1949,Even The Stars Fall 4 U,Keith Urban,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
1950,Sonny,Hayley Westenra,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
1951,On The Run,Natalie Imbruglia,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
1952,Little Black Sandals,Sia,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1953,Speak To Me,Rebecca St. James,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
1954,Tear My Heart Out,Massad,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1955,Shift,Tuka,male,oceania,wasabi,,Oceania,,,,,CONTINENT: Oceania
1956,Saturated,Kasey Chambers,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
1957,Under My Skin,Gin Wigmore,female,oceania,wasabi,,Asia,,,,,CONTINENT: Asia
1958,You Will Find Your Way,Abby Dobson,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
1959,Everytime I Sing A Love Song,Jon English,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
1960,Walk Across The World,Jon English,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
1961,16 Beats,New Buffalo,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
1962,Reaper,Sia,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
1963,Here In My Arms,Helen Reddy,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1964,Heaven,Hayley Westenra,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1965,Change,Flume,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
1966,Symphony Of Life,Casey Donovan,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1967,The Lost Peace,Peter Koppes,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1968,Once Before I Go,Peter Allen,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
1969,Amazing Grace,Hayley Westenra,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1970,Forola,Diana Anaid,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1971,Choose You,Stan Walker,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
1972,Abide With Me,Hayley Westenra,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1973,Making A Scene,Bic Runga,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
1974,Stagefright,James Reyne,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
1975,Song To Self,Amber Lawrence,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
1976,I Wish It Would Rain,Aaradhna,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
1977,That Day,Natalie Imbruglia,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1978,Eyes On Fire,John Schumann,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1979,Hardline,Jimmy Barnes,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
1980,Boom Town,Russell Morris,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
1981,Woodsmoke And Oranges,James Keelaghan,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
1982,100 Round The Bends,Missy Higgins,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
1983,Love Is Innocent,Colin Hay,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1984,Love Thy Will Be Done,Delta Goodrem,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1985,Wasted Time,Vance Joy,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
1986,Word Is Out,Kylie Minogue,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1987,So Alone,TyDi,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
1988,If We Only Have Love,Olivia Newton-John,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1989,Shiver,Natalie Imbruglia,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
1990,The Warmest Place,Catcall,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
1991,Creep,Dannii Minogue,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
1992,Kiss Me Once,Kylie Minogue,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1993,Big Girls Cry,Sia,female,oceania,wasabi,,Oceania,,,,,CONTINENT: Oceania
1994,The Elephant Song,Kamahl,male,oceania,wasabi,,Africa,,,,,CONTINENT: Africa
1995,Bridge Building Man,Rick Price,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
1996,Comme JAi Toujours Envie DAimer,Marc Hamilton,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1997,I Could Never Belong To You,Sarah Blasko,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1998,Echo Beach,Gabriella Cilmi,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
1999,Go And Sin No More,Rebecca St. James,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2000,Oxygen,Jason Donovan,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2001,Take The Rain Away,Rebecca Lavelle,female,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2002,Where The Murray Meets The Darling,Tania Kernaghan,female,oceania,wasabi,,Oceania,,,,,CONTINENT: Oceania
2003,Predictable,Delta Goodrem,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2004,Growing Pains,Tim Finn,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2005,Eyes Wide Open,Gotye,male,oceania,wasabi,,Oceania,,,,,CONTINENT: Oceania
2006,A Piece Of Time,Dannii Minogue,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2007,I Adore You,Rebecca St. James,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2008,With The Angels,Michelle Tumes,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2009,Rapunzel,Drapht,male,oceania,wasabi,,Oceania,,,,,CONTINENT: Oceania
2010,St. Germain,Marty Willson-Piper,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2011,Beautiful Stranger,Rebecca St. James,female,oceania,wasabi,,Africa,,,,,CONTINENT: Africa
2012,Cheat The Future,Darren Hanlon,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2013,Blindly We Go,Jim White,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2014,All Of Me,Amiel,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2015,Southern Kind Of Life,Kasey Chambers,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
2016,Midnite In America,Steve Kilbey,male,oceania,wasabi,,North America,,,,,CONTINENT: North America
2017,Maybe,Darren Hayes,male,oceania,wasabi,,Europe,,,,,CONTINENT: Europe
2018,Going Going Gone,Dannii Minogue,female,oceania,wasabi,,North America,,,,,CONTINENT: North America
