index,song_title,artist,original_gender,original_continent,source,predicted_gender,predicted_continent,reasoning,attribute_scores,emotions,romance_topics,party_club,violence,politics_religion,success_money,family,slang_usage,formal_language,profanity,intensifiers,hedges,first_person,second_person,third_person,confidence,doubt_uncertainty,politeness,aggression_toxicity,cultural_references
2309,"Lubbock, Texas",Jeff Lang,male,oceania,wasabi,Male,North America,"The lyrics depict a narrative of loss, grief, and a sense of isolation, strongly indicating emotional depth. There's a focus on personal tragedy and hardship, with mentions of family and a violent incident. The slang and regional references (Tahoka, Sweetwater) point towards a North American origin, and the tone is generally masculine.","{'emotions': 9, 'romance_topics': 3, 'party_club': 2, 'violence': 6, 'politics_religion': 1, 'success_money': 6, 'family': 7, 'slang_usage': 7, 'formal_language': 2, 'profanity': 5, 'intensifiers': 4, 'hedges': 1, 'first_person': 8, 'second_person': 2, 'third_person': 4, 'confidence': 5, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 4, 'cultural_references': 8}",9,3,2,6,1,6,7,7,2,5,4,1,8,2,4,5,3,1,4,8
2310,Who Is He In Yonder Stall,Colin Buchanan,male,oceania,wasabi,Male,North America,"The lyrics are a hymn, heavily focused on religious themes and reverence for a divine figure. The language is formal and archaic, reflecting a traditional religious context. There's a strong presence of third-person references. The absence of slang, profanity, and personal pronouns points to a male artist from North America, likely associated with Christian music.","{'emotions': 8, 'romance_topics': 1, 'party_club': 1, 'violence': 3, 'politics_religion': 10, 'success_money': 1, 'family': 1, 'slang_usage': 1, 'formal_language': 9, 'profanity': 1, 'intensifiers': 2, 'hedges': 1, 'first_person': 2, 'second_person': 1, 'third_person': 8, 'confidence': 7, 'doubt_uncertainty': 1, 'politeness': 6, 'aggression_toxicity': 1, 'cultural_references': 3}",8,1,1,3,10,1,1,1,9,1,2,1,2,1,8,7,1,6,1,3
2311,Let Me Be,Xavier Rudd,male,oceania,wasabi,Male,North America,"The lyrics express a desire for freedom and reflect on human conflict and beliefs, indicating a male perspective with North American influences due to the simple language and direct messaging.","{'emotions': 7, 'romance_topics': 2, 'party_club': 1, 'violence': 4, 'politics_religion': 5, 'success_money': 1, 'family': 1, 'slang_usage': 7, 'formal_language': 3, 'profanity': 1, 'intensifiers': 3, 'hedges': 2, 'first_person': 8, 'second_person': 3, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 2, 'cultural_references': 2}",7,2,1,4,5,1,1,7,3,1,3,2,8,3,2,5,3,1,2,2
2312,Counting The Days,Bic Runga,female,oceania,wasabi,Male,North America,"The lyrics heavily focus on romantic longing and reminiscing about past connection ('day with you', 'remember my dear'). First-person perspective dominates, expressing personal feelings of needing someone. Slang is present but not excessive. The tone is generally reflective and somewhat uncertain, with occasional expressions of confidence. The themes and language suggest a North American male artist.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
2313,Future Plans,Keith Urban,male,oceania,wasabi,Female,North America,"The lyrics heavily focus on romantic longing and the desire for a relationship. The language is relatively simple and conversational, suggesting a female perspective. There's a sense of hopefulness mixed with some uncertainty about finding love, which contributes to a moderate doubt/uncertainty score. The absence of party/club themes, violence, political/religious references, and profanity further supports this analysis.","{'emotions': 8, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 5, 'formal_language': 3, 'profanity': 1, 'intensifiers': 3, 'hedges': 2, 'first_person': 6, 'second_person': 3, 'third_person': 3, 'confidence': 4, 'doubt_uncertainty': 5, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 2}",8,10,1,1,1,1,1,5,3,1,3,2,6,3,3,4,5,1,1,2
2314,If It Moves - Dub It,Dannii Minogue,female,oceania,wasabi,Male,North America,"The lyrics are repetitive and focus on movement and encouragement. The slang usage ('movin' up') and frequent use of 'I' and 'you' suggest a contemporary, potentially North American male artist. The lack of complex vocabulary or emotional depth results in lower scores across several attributes.","{'emotions': 4, 'romance_topics': 4, 'party_club': 5, 'violence': 1, 'politics_religion': 1, 'success_money': 4, 'family': 1, 'slang_usage': 7, 'formal_language': 1, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 9, 'second_person': 7, 'third_person': 1, 'confidence': 6, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 2}",4,4,5,1,1,4,1,7,1,1,3,1,9,7,1,6,1,1,1,2
2315,Sleepwalking,Ben Lee,male,oceania,wasabi,Male,North America,"The lyrics heavily emphasize romantic longing and a sense of vulnerability ('You're broken and I want it'). Frequent use of 'I' and 'you' indicates a direct address and introspection. Slang is present but not dominant, and the overall tone is somewhat melancholic and yearning, suggesting a North American male artist.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
2316,Take Me Apart,Tina Arena,female,oceania,wasabi,Male,North America,"The lyrics heavily focus on romantic longing, vulnerability, and a plea for connection. The use of 'I' and 'you' is dominant, indicating a personal narrative. Space and universe imagery suggests a slightly unconventional or metaphorical approach, aligning with North American trends. The tone is generally pleading and uncertain, but with moments of confidence. The slang usage is moderate.","{'emotions': 8, 'romance_topics': 9, 'party_club': 2, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 5, 'formal_language': 3, 'profanity': 2, 'intensifiers': 4, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 4, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 3}",8,9,2,1,1,1,1,5,3,2,4,2,9,7,2,5,4,2,1,3
2317,Get On The Inside,Michael Hutchence,male,oceania,wasabi,Male,North America,"The lyrics heavily feature romantic themes and personal reflection, with a touch of melancholy and a somewhat cynical perspective. The use of slang and informal language suggests a contemporary style. The artist's gender is predicted as male based on the vocal style and themes explored. The cultural references, while present, are not overly specific, pointing towards a North American origin.","{'emotions': 8, 'romance_topics': 9, 'party_club': 2, 'violence': 4, 'politics_religion': 1, 'success_money': 3, 'family': 3, 'slang_usage': 7, 'formal_language': 3, 'profanity': 5, 'intensifiers': 4, 'hedges': 3, 'first_person': 7, 'second_person': 6, 'third_person': 4, 'confidence': 5, 'doubt_uncertainty': 4, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 4}",8,9,2,4,1,3,3,7,3,5,4,3,7,6,4,5,4,1,3,4
2318,Strong As Steel,Tina Arena,female,oceania,wasabi,Male,North America,"The lyrics heavily focus on romantic love and commitment, using repetitive phrasing to emphasize the strength and longevity of the relationship. The language is generally accessible and not overly formal, with a moderate use of slang and intensifiers. The overall tone is confident and reassuring, lacking any significant elements of violence, politics, or aggression. The consistent use of 'we' and 'you' indicates a focus on a shared relationship, aligning with a male artist from North America who frequently sings about love and relationships.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 5, 'formal_language': 3, 'profanity': 1, 'intensifiers': 6, 'hedges': 1, 'first_person': 8, 'second_person': 6, 'third_person': 2, 'confidence': 7, 'doubt_uncertainty': 1, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 2}",9,10,1,1,1,2,1,5,3,1,6,1,8,6,2,7,1,2,1,2
2319,Who Can We Trust,Drapht,male,oceania,wasabi,Male,North America,"The lyrics express a strong sense of distrust and frustration with societal structures and political systems (Politics_Religion, Violence, Cultural_References). The use of profanity and aggressive language (Profanity, Aggression_Toxicity) suggests a raw, unfiltered perspective. The first-person narrative and exploration of personal struggles (Emotions, First_Person) point towards a male artist reflecting on hardship and systemic issues prevalent in North America, particularly regarding indigenous land rights and political inequality.","{'emotions': 8, 'romance_topics': 2, 'party_club': 4, 'violence': 6, 'politics_religion': 7, 'success_money': 3, 'family': 1, 'slang_usage': 7, 'formal_language': 2, 'profanity': 9, 'intensifiers': 4, 'hedges': 1, 'first_person': 8, 'second_person': 3, 'third_person': 4, 'confidence': 5, 'doubt_uncertainty': 6, 'politeness': 1, 'aggression_toxicity': 7, 'cultural_references': 8}",8,2,4,6,7,3,1,7,2,9,4,1,8,3,4,5,6,1,7,8
2320,Hold On My Heart,Sarah Blasko,female,oceania,wasabi,Female,North America,"The lyrics focus on emotional resilience, self-reliance, and navigating difficult relationships. The language is relatively straightforward, with a focus on empathy and encouragement. The recurring theme of 'holding on' suggests a nurturing, supportive tone, more commonly associated with female artists. The absence of slang and explicit language, combined with the emotional vulnerability, points towards a North American origin.","{'emotions': 8, 'romance_topics': 7, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 4, 'slang_usage': 4, 'formal_language': 3, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 5, 'second_person': 6, 'third_person': 4, 'confidence': 5, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 1}",8,7,1,1,1,2,4,4,3,1,3,1,5,6,4,5,3,1,1,1
2321,The Faint-Hearted Ones,Kat Frankie,female,oceania,wasabi,Male,North America,"The lyrics explore themes of romance, loss, and time's passage, with a melancholic tone and some darker undertones. Frequent use of 'I' and 'you' suggests a personal narrative. The language is poetic but not overly formal, with some slang and suggestive imagery. References to 'Berlin eyes' and 'youthful sin' indicate some cultural awareness. The overall feel aligns with a male artist from North America.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
2322,Bina,Kat Frankie,female,oceania,wasabi,Male,North America,"The lyrics heavily focus on themes of love, loss, and questioning relationships, suggesting a male perspective. The language is relatively informal with some poetic phrasing, indicating a North American origin. There's a strong emotional core with expressions of vulnerability and confusion.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 4, 'formal_language': 3, 'profanity': 2, 'intensifiers': 4, 'hedges': 1, 'first_person': 8, 'second_person': 6, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 4, 'politeness': 1, 'aggression_toxicity': 2, 'cultural_references': 2}",8,9,1,1,1,1,1,4,3,2,4,1,8,6,2,4,4,1,2,2
2323,Red Camaro,Keith Urban,male,oceania,wasabi,Male,North America,"The lyrics heavily focus on romantic themes and a classic, somewhat nostalgic relationship. The language is relatively informal with some slang ('cowgirl boots,' 'get to me') and frequent use of first-person perspective. References to American cultural icons (Coca-Cola, Vegas, Camaro) suggest a North American origin. The overall tone is confident and romantic, with a hint of youthful rebellion.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
2324,Counting Down The Days,Natalie Imbruglia,female,oceania,wasabi,Male,North America,"The lyrics heavily focus on longing, heartbreak, and reminiscing about a past relationship. The frequent use of 'I' and direct addresses suggest a personal narrative. The language is relatively simple and emotional, leaning towards a male perspective given the vulnerability expressed.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 4, 'formal_language': 3, 'profanity': 1, 'intensifiers': 3, 'hedges': 2, 'first_person': 10, 'second_person': 4, 'third_person': 1, 'confidence': 4, 'doubt_uncertainty': 6, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 2}",8,9,1,1,1,1,1,4,3,1,3,2,10,4,1,4,6,1,1,2
2325,Who Is He,Rebecca St. James,female,oceania,wasabi,Male,North America,"The lyrics are overtly religious and use formal language, focusing on a divine figure. There's minimal personal expression or colloquialisms. The repetition and declarative statements suggest a confident, almost authoritative tone, but without explicit displays of emotion beyond reverence.","{'emotions': 6, 'romance_topics': 1, 'party_club': 1, 'violence': 1, 'politics_religion': 8, 'success_money': 1, 'family': 1, 'slang_usage': 1, 'formal_language': 7, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 2, 'second_person': 1, 'third_person': 7, 'confidence': 5, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 1}",6,1,1,1,8,1,1,1,7,1,3,1,2,1,7,5,1,1,1,1
2326,Gotta Know,David Dallas,male,oceania,wasabi,Male,North America,"The lyrics heavily feature romantic themes and a desire for connection ('main squeeze,' 'give me what I need'). There's a strong presence of first-person narration and confidence, alongside slang and informal language typical of hip-hop. References to 'Master P' and the overall style point to a North American, specifically US, hip-hop influence.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
2327,Reprise,Ainslie Wills,female,oceania,wasabi,Female,North America,"The lyrics focus heavily on emotional states (love, emptiness) and romantic themes, with a somewhat melancholic tone. The language is relatively formal and poetic, lacking slang or explicit content. The repetition suggests introspection. The limited use of first-person suggests an observational perspective rather than direct personal narration. The overall style leans towards a female artist from North America.","{'emotions': 8, 'romance_topics': 7, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 1, 'formal_language': 4, 'profanity': 1, 'intensifiers': 2, 'hedges': 1, 'first_person': 3, 'second_person': 1, 'third_person': 2, 'confidence': 3, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 1}",8,7,1,1,1,1,1,1,4,1,2,1,3,1,2,3,2,1,1,1
2328,Standing Strong,Wendy Matthews,female,oceania,wasabi,Male,North America,"The lyrics heavily feature romantic themes and a supportive, encouraging tone directed towards 'you,' suggesting a male artist. The use of slang and intensifiers, along with a narrative centered on personal strength and overcoming adversity, aligns with North American musical styles.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
2329,Company Of Strangers,Colin Hay,male,oceania,wasabi,Male,North America,"The lyrics explore themes of disillusionment, searching for truth, and the strangeness of the modern world. Frequent use of 'I' suggests a personal narrative. References to 'Blanch DuBois' (a literary figure) and imagery of a 'salmon colored sky' indicate a North American cultural influence. The tone is reflective and somewhat cynical, with hints of aggression but primarily focused on existential questioning.","{'emotions': 7, 'romance_topics': 6, 'party_club': 2, 'violence': 4, 'politics_religion': 2, 'success_money': 3, 'family': 3, 'slang_usage': 5, 'formal_language': 4, 'profanity': 2, 'intensifiers': 4, 'hedges': 3, 'first_person': 8, 'second_person': 3, 'third_person': 5, 'confidence': 5, 'doubt_uncertainty': 5, 'politeness': 1, 'aggression_toxicity': 4, 'cultural_references': 7}",7,6,2,4,2,3,3,5,4,2,4,3,8,3,5,5,5,1,4,7
2330,If Only,Anthony Callea,male,oceania,wasabi,Male,North America,"The lyrics heavily focus on lost love, heartbreak, and longing, indicating a strong romantic theme. The frequent use of 'I' and references to personal feelings suggest a first-person perspective and emotional vulnerability. The language is relatively simple and direct, leaning towards informal communication. The overall tone is melancholic and regretful, indicating doubt and uncertainty. The lack of party, violence, political, or cultural references points towards a North American male artist expressing personal emotions.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 4, 'formal_language': 3, 'profanity': 1, 'intensifiers': 4, 'hedges': 2, 'first_person': 10, 'second_person': 4, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 6, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 1}",8,9,1,1,1,1,1,4,3,1,4,2,10,4,2,4,6,1,1,1
2331,Scenic Railway,Mick Harvey,male,oceania,wasabi,Male,Oceania,"The lyrics contain romantic themes and a conversational tone with some slang ('sook', 'au fait'). The use of 'I' and 'you' is prevalent. There's a hint of aggression/toxicity in the lines about cruelty and nails digging deep. The references to a 'scenic railway' and phrases like 'don't be such a sook' suggest an Australian or New Zealand origin, placing it in Oceania. The artist is likely male given the narrative and slight cynicism.","{'emotions': 7, 'romance_topics': 8, 'party_club': 1, 'violence': 3, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 7, 'formal_language': 3, 'profanity': 2, 'intensifiers': 3, 'hedges': 3, 'first_person': 7, 'second_person': 6, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 4, 'politeness': 1, 'aggression_toxicity': 4, 'cultural_references': 6}",7,8,1,3,1,1,1,7,3,2,3,3,7,6,2,5,4,1,4,6
2332,Black And Gold,Sam Sparro,male,oceania,wasabi,Male,North America,"The lyrics heavily focus on emotional turmoil and a deep yearning for a romantic connection ('I wanna be next to you'). The imagery is metaphorical and explores existential themes of meaning and purpose, with a strong sense of longing and fear. First-person perspective dominates, emphasizing personal feelings. The absence of party themes, slang, or explicit language points towards a more introspective and emotionally driven artist, likely male, from a region with a tendency towards this type of lyrical content (North America).","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 4, 'formal_language': 3, 'profanity': 1, 'intensifiers': 3, 'hedges': 3, 'first_person': 8, 'second_person': 6, 'third_person': 3, 'confidence': 4, 'doubt_uncertainty': 6, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 3}",8,9,1,1,1,2,1,4,3,1,3,3,8,6,3,4,6,1,1,3
2333,I Think I Know,Colin Hay,male,oceania,wasabi,Male,North America,"The lyrics heavily focus on romantic feelings and uncertainty, with repeated phrases indicating introspection and longing. The slang usage is moderate, and there's a generally informal tone. The consistent use of 'I' and 'you' suggests a direct address and personal narrative. The overall sentiment leans towards vulnerability and romantic pursuit, common in North American male artists.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 5, 'formal_language': 3, 'profanity': 1, 'intensifiers': 4, 'hedges': 6, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 5, 'doubt_uncertainty': 6, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 3}",7,8,3,1,1,2,1,5,3,1,4,6,9,7,3,5,6,1,1,3
2334,Optimism Blues,Helen Reddy,female,oceania,wasabi,Male,North America,"The lyrics express a mix of emotions, particularly optimism and melancholy ('optimism blues'). There's a conversational, slightly slangy tone, and some cultural references to the 'West' and 'East' and 'Southern burbs', suggesting a North American origin. The first-person perspective is prevalent, and the overall tone is thoughtful rather than aggressive or overtly romantic.","{'emotions': 8, 'romance_topics': 1, 'party_club': 1, 'violence': 2, 'politics_religion': 2, 'success_money': 3, 'family': 1, 'slang_usage': 7, 'formal_language': 3, 'profanity': 1, 'intensifiers': 4, 'hedges': 1, 'first_person': 7, 'second_person': 4, 'third_person': 4, 'confidence': 5, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 2, 'cultural_references': 6}",8,1,1,2,2,3,1,7,3,1,4,1,7,4,4,5,2,1,2,6
2335,Alyson,Rick Springfield,male,oceania,wasabi,Male,North America,"The lyrics heavily revolve around a romantic, albeit tragic, relationship framed as a theatrical performance. The frequent use of 'I' and addressing 'Alyson' indicates a personal narrative with a focus on emotional turmoil and interpersonal dynamics. The theatrical metaphors suggest a North American artistic influence, and the tone leans towards male vulnerability and introspection.","{'emotions': 8, 'romance_topics': 9, 'party_club': 2, 'violence': 3, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 5, 'formal_language': 3, 'profanity': 2, 'intensifiers': 4, 'hedges': 3, 'first_person': 8, 'second_person': 6, 'third_person': 4, 'confidence': 5, 'doubt_uncertainty': 4, 'politeness': 1, 'aggression_toxicity': 2, 'cultural_references': 4}",8,9,2,3,1,2,1,5,3,2,4,3,8,6,4,5,4,1,2,4
2336,Offer It Up,Kate Miller-Heidke,female,oceania,wasabi,Female,North America,"The lyrics express strong emotions of frustration and liberation, with a recurring theme of offering oneself completely. The presence of 'haters' and threats of violence suggest a confrontational tone. First-person perspective is dominant, indicating a personal narrative. The slang usage and lack of formal language point towards a modern, potentially pop-oriented artist. The overall style leans towards a female artist from North America.","{'emotions': 8, 'romance_topics': 3, 'party_club': 4, 'violence': 4, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 5, 'formal_language': 3, 'profanity': 3, 'intensifiers': 6, 'hedges': 1, 'first_person': 9, 'second_person': 2, 'third_person': 4, 'confidence': 7, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 4, 'cultural_references': 2}",8,3,4,4,1,2,1,5,3,3,6,1,9,2,4,7,2,1,4,2
2337,For The Love Of Love,Butterfly Boucher,female,oceania,wasabi,Male,North America,"The lyrics heavily focus on love, relationships, and expressing affection ('love of love', 'I love you'). First-person perspective is dominant. The tone is generally earnest and slightly melancholic, lacking aggression or cultural specificity. The language is relatively simple and straightforward, leaning towards formality without being overly complex, suggesting a North American male artist.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 3, 'formal_language': 4, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 10, 'second_person': 3, 'third_person': 1, 'confidence': 4, 'doubt_uncertainty': 3, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 1}",8,9,1,1,1,2,1,3,4,1,3,1,10,3,1,4,3,2,1,1
2338,Above All,Rebecca St. James,female,oceania,wasabi,Male,North America,"The lyrics are deeply spiritual and devotional, focusing on themes of faith and sacrifice. The language is formal and elevated, reflecting a reverence for a higher power. The absence of personal pronouns and focus on a deity suggests a male artist and a North American context given the prevalence of Christian themes.","{'emotions': 8, 'romance_topics': 1, 'party_club': 1, 'violence': 2, 'politics_religion': 3, 'success_money': 1, 'family': 1, 'slang_usage': 1, 'formal_language': 7, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 4, 'second_person': 1, 'third_person': 4, 'confidence': 5, 'doubt_uncertainty': 1, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 1}",8,1,1,2,3,1,1,1,7,1,3,1,4,1,4,5,1,2,1,1
2339,Every Little Thing,Margaret Urlich,female,oceania,wasabi,Female,North America,"The lyrics heavily focus on romantic relationships and expressing feelings of love and reassurance. The language is relatively straightforward and uses common phrases related to love. The absence of party/club themes, violence, political/religious references, and explicit language points towards a female artist from North America.","{'emotions': 8, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 2, 'slang_usage': 4, 'formal_language': 4, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 7, 'second_person': 9, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 2, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 2}",8,10,1,1,1,1,2,4,4,1,3,1,7,9,2,5,2,2,1,2
2340,Take It To Heart,Sia,female,oceania,wasabi,Male,North America,"The lyrics focus on resilience and ignoring negativity, with a generally positive but somewhat detached tone. First-person pronouns are present but not dominant. The language is relatively simple and accessible, suggesting a North American origin and a male artist given the subject matter and delivery.","{'emotions': 7, 'romance_topics': 3, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 3, 'family': 1, 'slang_usage': 3, 'formal_language': 4, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 7, 'second_person': 4, 'third_person': 4, 'confidence': 5, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 2, 'cultural_references': 1}",7,3,1,1,1,3,1,3,4,1,3,1,7,4,4,5,3,1,2,1
2341,Raised On Rock,Helen Reddy,female,oceania,wasabi,Male,North America,"The lyrics heavily emphasize musical influences and nostalgia, particularly for rock and roll and related genres. The frequent use of 'I' and references to family listening habits suggest a personal and sentimental narrative. The cultural references to specific artists and songs firmly place the artist within a North American musical context. The tone is generally confident and reminiscing, leaning towards a male perspective due to the themes of musical passion and generational storytelling.","{'emotions': 7, 'romance_topics': 3, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 6, 'slang_usage': 4, 'formal_language': 3, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 8, 'second_person': 1, 'third_person': 4, 'confidence': 6, 'doubt_uncertainty': 3, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 8}",7,3,1,1,1,2,6,4,3,1,3,1,8,1,4,6,3,2,1,8
2342,Partnership,Xavier Rudd,male,oceania,wasabi,Male,North America,"The lyrics focus on themes of lost opportunity, redemption, and finding peace through a supportive figure ('she'). The language is relatively formal, suggesting a male artist. The prevalence of 'she' and a focus on emotional support point toward a North American sensibility, with a narrative style common in male singer-songwriters.","{'emotions': 7, 'romance_topics': 8, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 3, 'family': 1, 'slang_usage': 2, 'formal_language': 5, 'profanity': 1, 'intensifiers': 6, 'hedges': 1, 'first_person': 5, 'second_person': 4, 'third_person': 6, 'confidence': 4, 'doubt_uncertainty': 3, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 1}",7,8,1,1,1,3,1,2,5,1,6,1,5,4,6,4,3,2,1,1
